,10043,00083,10001,10002,10003,10004,10005,10007,10009,10010,10011,10012,10013,10014,10016,10017,10018,10019,10021,10022,10023,10024,10025,10026,10027,10028,10029,10035,10036,10038,10065,10069,10075,10115,10128,10280,10281,10282,11101,11102,11103,11105,11106,11109,11201,11205,11206,11211,11215,11216,11217,11221,11222,11225,11231,11232,11233,11238,11249,11251
28,78.0,801.0,2329.0,1516.0,2710.0,267.0,343.0,623.0,1250.0,1093.0,2361.0,1139.0,1098.0,1278.0,1685.0,1592.0,923.0,1912.0,362.0,836.0,868.0,691.0,466.0,129.0,268.0,274.0,354.0,110.0,1241.0,323.0,510.0,30.0,196.0,20.0,312.0,120.0,137.0,124.0,341.0,99.0,48.0,78.0,149.0,14.0,1454.0,488.0,168.0,493.0,486.0,212.0,586.0,40.0,438.0,38.0,417.0,16.0,19.0,356.0,434.0,50.0
29,61.0,474.0,1768.0,1100.0,2156.0,204.0,276.0,441.0,1297.0,905.0,1775.0,851.0,761.0,969.0,1357.0,1195.0,782.0,1311.0,273.0,540.0,612.0,391.0,318.0,96.0,236.0,191.0,271.0,96.0,1049.0,259.0,360.0,26.0,108.0,13.0,239.0,91.0,98.0,74.0,277.0,68.0,33.0,46.0,123.0,5.0,1101.0,357.0,136.0,379.0,382.0,133.0,468.0,52.0,387.0,21.0,292.0,12.0,11.0,310.0,341.0,36.0
30,67.0,543.0,1974.0,1289.0,2400.0,185.0,287.0,470.0,1299.0,1021.0,1981.0,894.0,857.0,1142.0,1382.0,1364.0,883.0,1541.0,294.0,686.0,728.0,483.0,342.0,88.0,234.0,204.0,299.0,103.0,1169.0,277.0,389.0,30.0,147.0,13.0,260.0,116.0,113.0,107.0,268.0,80.0,39.0,50.0,125.0,11.0,1215.0,430.0,166.0,438.0,422.0,172.0,536.0,54.0,429.0,24.0,354.0,6.0,5.0,354.0,390.0,41.0
31,71.0,698.0,2227.0,1411.0,2711.0,242.0,328.0,590.0,1406.0,1045.0,2208.0,1075.0,1087.0,1264.0,1687.0,1561.0,907.0,1866.0,310.0,778.0,877.0,604.0,434.0,117.0,224.0,242.0,320.0,113.0,1260.0,328.0,456.0,44.0,187.0,10.0,263.0,98.0,136.0,114.0,299.0,91.0,36.0,50.0,163.0,17.0,1319.0,449.0,156.0,517.0,464.0,183.0,598.0,56.0,498.0,28.0,429.0,20.0,7.0,405.0,428.0,49.0
32,50.0,496.0,1669.0,1083.0,1877.0,160.0,254.0,419.0,1264.0,706.0,1631.0,716.0,685.0,911.0,1400.0,1209.0,696.0,1384.0,247.0,599.0,576.0,442.0,300.0,73.0,163.0,174.0,264.0,94.0,956.0,234.0,330.0,35.0,109.0,13.0,225.0,74.0,80.0,67.0,190.0,70.0,35.0,53.0,117.0,12.0,952.0,349.0,133.0,374.0,325.0,163.0,478.0,55.0,366.0,21.0,317.0,8.0,8.0,299.0,293.0,27.0
33,20.0,337.0,766.0,1063.0,1566.0,48.0,66.0,237.0,993.0,403.0,1293.0,570.0,529.0,737.0,632.0,263.0,290.0,694.0,175.0,255.0,463.0,385.0,309.0,103.0,160.0,183.0,213.0,46.0,516.0,170.0,195.0,16.0,92.0,7.0,167.0,63.0,50.0,42.0,170.0,54.0,37.0,52.0,137.0,6.0,755.0,290.0,124.0,371.0,399.0,160.0,396.0,34.0,362.0,28.0,261.0,4.0,8.0,332.0,274.0,14.0
34,12.0,349.0,563.0,778.0,1120.0,40.0,65.0,166.0,677.0,278.0,1032.0,430.0,396.0,633.0,454.0,181.0,183.0,489.0,126.0,186.0,351.0,333.0,267.0,71.0,118.0,170.0,193.0,39.0,311.0,122.0,143.0,28.0,82.0,6.0,114.0,60.0,58.0,25.0,146.0,40.0,21.0,43.0,75.0,3.0,573.0,226.0,72.0,268.0,302.0,137.0,314.0,26.0,293.0,25.0,219.0,5.0,12.0,291.0,210.0,9.0
35,61.0,535.0,1920.0,1012.0,2066.0,218.0,290.0,484.0,934.0,904.0,1813.0,868.0,815.0,982.0,1524.0,1321.0,753.0,1586.0,271.0,674.0,671.0,509.0,370.0,101.0,224.0,228.0,270.0,113.0,1074.0,288.0,361.0,29.0,105.0,9.0,241.0,100.0,118.0,105.0,270.0,62.0,20.0,44.0,94.0,17.0,1202.0,400.0,150.0,419.0,381.0,174.0,522.0,30.0,366.0,32.0,329.0,9.0,11.0,234.0,302.0,41.0
36,73.0,658.0,2208.0,1238.0,2467.0,234.0,340.0,523.0,1291.0,1042.0,2081.0,1003.0,943.0,1222.0,1686.0,1533.0,972.0,1891.0,300.0,767.0,831.0,572.0,446.0,104.0,228.0,238.0,316.0,117.0,1298.0,286.0,431.0,32.0,130.0,20.0,253.0,131.0,125.0,109.0,300.0,93.0,38.0,74.0,107.0,12.0,1339.0,411.0,162.0,501.0,410.0,201.0,639.0,41.0,428.0,23.0,366.0,14.0,11.0,343.0,404.0,45.0
37,32.0,214.0,964.0,663.0,1065.0,78.0,128.0,196.0,801.0,440.0,915.0,401.0,357.0,526.0,771.0,618.0,456.0,756.0,132.0,300.0,359.0,260.0,193.0,60.0,82.0,126.0,155.0,51.0,609.0,148.0,151.0,23.0,68.0,6.0,146.0,55.0,43.0,40.0,132.0,53.0,24.0,37.0,47.0,5.0,556.0,220.0,73.0,235.0,197.0,101.0,293.0,33.0,263.0,14.0,176.0,3.0,8.0,193.0,219.0,18.0
38,80.0,629.0,1822.0,1268.0,2267.0,215.0,308.0,578.0,1132.0,1099.0,1890.0,943.0,868.0,1087.0,1584.0,1471.0,847.0,1703.0,312.0,751.0,725.0,537.0,350.0,111.0,204.0,207.0,317.0,102.0,1157.0,313.0,430.0,32.0,113.0,14.0,242.0,127.0,106.0,99.0,297.0,107.0,39.0,54.0,121.0,10.0,1201.0,403.0,148.0,450.0,386.0,178.0,482.0,47.0,455.0,20.0,361.0,18.0,8.0,325.0,356.0,55.0
39,60.0,588.0,1897.0,1366.0,2251.0,213.0,283.0,531.0,1269.0,967.0,1852.0,926.0,940.0,1130.0,1504.0,1385.0,843.0,1772.0,276.0,731.0,693.0,578.0,423.0,115.0,196.0,222.0,320.0,103.0,1199.0,335.0,379.0,41.0,118.0,18.0,243.0,118.0,124.0,114.0,219.0,95.0,51.0,69.0,115.0,7.0,1190.0,388.0,154.0,438.0,382.0,171.0,527.0,51.0,449.0,35.0,381.0,16.0,6.0,294.0,352.0,54.0
40,14.0,367.0,621.0,1015.0,1349.0,60.0,83.0,192.0,889.0,404.0,1046.0,490.0,465.0,673.0,583.0,263.0,240.0,608.0,184.0,235.0,348.0,345.0,258.0,77.0,106.0,148.0,187.0,47.0,438.0,136.0,165.0,26.0,78.0,3.0,149.0,78.0,58.0,33.0,165.0,37.0,26.0,47.0,79.0,10.0,678.0,259.0,114.0,389.0,357.0,134.0,358.0,44.0,301.0,30.0,271.0,9.0,7.0,268.0,263.0,17.0
41,8.0,152.0,407.0,487.0,828.0,38.0,33.0,116.0,423.0,211.0,640.0,283.0,265.0,406.0,304.0,109.0,158.0,339.0,78.0,139.0,228.0,201.0,141.0,54.0,71.0,95.0,95.0,26.0,231.0,79.0,105.0,16.0,33.0,2.0,87.0,33.0,22.0,12.0,84.0,27.0,12.0,16.0,38.0,7.0,331.0,118.0,60.0,173.0,152.0,56.0,186.0,17.0,152.0,13.0,124.0,13.0,4.0,126.0,149.0,9.0
42,89.0,737.0,2195.0,1278.0,2577.0,252.0,375.0,622.0,1263.0,1094.0,2256.0,1077.0,1076.0,1246.0,1564.0,1644.0,912.0,1896.0,344.0,818.0,853.0,622.0,433.0,145.0,271.0,284.0,367.0,111.0,1224.0,359.0,468.0,31.0,128.0,15.0,282.0,129.0,125.0,125.0,317.0,103.0,46.0,63.0,108.0,8.0,1307.0,427.0,151.0,520.0,395.0,179.0,591.0,28.0,453.0,22.0,388.0,13.0,15.0,298.0,375.0,45.0
43,69.0,758.0,2102.0,1401.0,2557.0,233.0,351.0,613.0,1378.0,1195.0,2181.0,973.0,1019.0,1254.0,1598.0,1595.0,899.0,1758.0,351.0,853.0,880.0,595.0,440.0,115.0,214.0,305.0,336.0,120.0,1330.0,336.0,468.0,33.0,133.0,15.0,315.0,123.0,131.0,123.0,306.0,97.0,48.0,58.0,115.0,13.0,1295.0,447.0,172.0,495.0,404.0,211.0,550.0,44.0,443.0,31.0,422.0,20.0,9.0,365.0,418.0,76.0
44,91.0,870.0,2531.0,1551.0,2911.0,289.0,393.0,746.0,1341.0,1323.0,2479.0,1252.0,1227.0,1438.0,1751.0,1728.0,980.0,2012.0,370.0,919.0,1050.0,686.0,438.0,130.0,248.0,299.0,355.0,124.0,1386.0,361.0,478.0,45.0,168.0,14.0,309.0,139.0,158.0,146.0,371.0,100.0,46.0,55.0,118.0,8.0,1458.0,522.0,195.0,597.0,474.0,219.0,645.0,59.0,514.0,45.0,470.0,26.0,13.0,383.0,477.0,59.0
45,107.0,1067.0,2648.0,1781.0,3214.0,346.0,423.0,829.0,1787.0,1435.0,2626.0,1289.0,1381.0,1649.0,1903.0,1800.0,1135.0,2341.0,406.0,989.0,1150.0,838.0,519.0,170.0,271.0,315.0,404.0,132.0,1552.0,432.0,527.0,58.0,150.0,19.0,341.0,179.0,171.0,191.0,436.0,85.0,47.0,72.0,151.0,8.0,1650.0,515.0,218.0,626.0,550.0,210.0,705.0,58.0,647.0,47.0,523.0,25.0,16.0,476.0,490.0,58.0
46,60.0,522.0,1712.0,1222.0,2203.0,170.0,258.0,423.0,1442.0,899.0,1852.0,810.0,837.0,1094.0,1355.0,1172.0,787.0,1481.0,251.0,677.0,645.0,481.0,353.0,109.0,178.0,221.0,273.0,82.0,1043.0,250.0,319.0,28.0,105.0,20.0,232.0,106.0,105.0,88.0,267.0,84.0,37.0,76.0,109.0,8.0,1051.0,402.0,173.0,448.0,391.0,182.0,443.0,50.0,459.0,23.0,346.0,11.0,11.0,329.0,384.0,35.0
47,38.0,447.0,698.0,1036.0,1401.0,73.0,73.0,208.0,961.0,418.0,1186.0,576.0,531.0,690.0,528.0,245.0,289.0,683.0,134.0,269.0,504.0,348.0,303.0,103.0,175.0,154.0,196.0,48.0,483.0,195.0,182.0,20.0,96.0,5.0,153.0,70.0,70.0,36.0,198.0,48.0,39.0,46.0,86.0,5.0,835.0,270.0,118.0,392.0,414.0,125.0,382.0,37.0,317.0,26.0,309.0,4.0,14.0,326.0,286.0,19.0
48,49.0,801.0,941.0,1206.0,1705.0,141.0,118.0,287.0,936.0,492.0,1400.0,718.0,620.0,990.0,711.0,297.0,335.0,907.0,179.0,303.0,644.0,465.0,290.0,110.0,197.0,188.0,216.0,71.0,549.0,200.0,215.0,32.0,102.0,8.0,175.0,106.0,80.0,73.0,217.0,46.0,46.0,55.0,71.0,5.0,869.0,302.0,153.0,426.0,392.0,144.0,430.0,33.0,356.0,39.0,354.0,10.0,5.0,348.0,348.0,32.0
49,50.0,629.0,1267.0,1268.0,1950.0,82.0,176.0,323.0,1252.0,622.0,1647.0,851.0,677.0,1020.0,984.0,631.0,505.0,1080.0,218.0,424.0,790.0,540.0,450.0,122.0,274.0,235.0,284.0,77.0,693.0,220.0,289.0,42.0,88.0,8.0,218.0,74.0,72.0,42.0,278.0,87.0,64.0,65.0,117.0,7.0,1073.0,375.0,147.0,434.0,464.0,212.0,526.0,38.0,406.0,42.0,334.0,19.0,19.0,373.0,393.0,30.0
50,111.0,1153.0,2589.0,1771.0,3411.0,383.0,419.0,847.0,1392.0,1354.0,2821.0,1452.0,1379.0,1754.0,1885.0,1657.0,1149.0,2220.0,397.0,1001.0,1099.0,795.0,602.0,165.0,380.0,326.0,413.0,129.0,1454.0,451.0,543.0,54.0,133.0,26.0,346.0,184.0,195.0,161.0,494.0,131.0,71.0,107.0,145.0,11.0,1721.0,569.0,245.0,597.0,585.0,253.0,607.0,54.0,620.0,46.0,452.0,36.0,23.0,432.0,602.0,73.0
51,162.0,1594.0,2861.0,2091.0,3683.0,532.0,556.0,1039.0,1983.0,1597.0,3266.0,1664.0,1672.0,2289.0,2188.0,2014.0,1269.0,2695.0,427.0,1096.0,1277.0,983.0,652.0,224.0,438.0,407.0,467.0,149.0,1704.0,514.0,584.0,71.0,230.0,19.0,336.0,264.0,265.0,234.0,555.0,134.0,67.0,117.0,179.0,18.0,2186.0,590.0,291.0,861.0,699.0,284.0,802.0,81.0,695.0,61.0,564.0,47.0,31.0,577.0,696.0,84.0
52,58.0,401.0,1528.0,1221.0,2016.0,164.0,230.0,407.0,1378.0,887.0,1722.0,809.0,736.0,1038.0,1265.0,1048.0,729.0,1270.0,217.0,557.0,572.0,395.0,293.0,92.0,175.0,207.0,243.0,91.0,973.0,228.0,305.0,27.0,122.0,10.0,195.0,92.0,71.0,75.0,259.0,75.0,50.0,57.0,105.0,11.0,959.0,415.0,157.0,463.0,367.0,177.0,389.0,53.0,456.0,19.0,346.0,10.0,7.0,358.0,376.0,46.0
